director,url,institute,director2,director3
"Директор

д.х.н. Андрей Дмитриевич Буланов
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%85%D0%B8%D0%BC%D0%B8%D0%B8_%D0%B2%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D1%87%D0%B8%D1%81%D1%82%D1%8B%D1%85_%D0%B2%D0%B5%D1%89%D0%B5%D1%81%D1%82%D0%B2_%D0%A0%D0%90%D0%9D,Институт химии высокочистых веществ РАН,д.х.н. Андрей Дмитриевич Буланов,Андрей Дмитриевич Буланов
"Директор

Буряк, Алексей Константинович
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%84%D0%B8%D0%B7%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9_%D1%85%D0%B8%D0%BC%D0%B8%D0%B8_%D0%B8_%D1%8D%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%85%D0%B8%D0%BC%D0%B8%D0%B8_%D0%B8%D0%BC._%D0%90._%D0%9D._%D0%A4%D1%80%D1%83%D0%BC%D0%BA%D0%B8%D0%BD%D0%B0_%D0%A0%D0%90%D0%9D,Институт физической химии и электрохимии им. А. Н. Фрумкина РАН,"Буряк, Алексей Константинович","Буряк, Алексей Константинович"
"Директор

c 1988 по 2006 г.г. Мержанов А.Г., в настоящее время Алымов M.И.
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D1%83%D1%80%D0%BD%D0%BE%D0%B9_%D0%BC%D0%B0%D0%BA%D1%80%D0%BE%D0%BA%D0%B8%D0%BD%D0%B5%D1%82%D0%B8%D0%BA%D0%B8_%D0%B8_%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC_%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BB%D0%BE%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F_%D0%A0%D0%90%D0%9D,Институт структурной макрокинетики и проблем материаловедения РАН,"c 1988 по 2006 г.г. Мержанов А.Г., в настоящее время Алымов M.И.",
"Директор

и. о. И. В. Ломоносов[1]
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC_%D1%85%D0%B8%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9_%D1%84%D0%B8%D0%B7%D0%B8%D0%BA%D0%B8_%D0%A0%D0%90%D0%9D,Институт проблем химической физики РАН,и. о. И. В. Ломоносов,
"Директор

М. С. Юнусов
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9_%D1%85%D0%B8%D0%BC%D0%B8%D0%B8_%D0%A3%D0%9D%D0%A6_%D0%A0%D0%90%D0%9D,Институт органической химии УНЦ РАН,М. С. Юнусов,М. С. Юнусов
"Директор

акад. М. П. Егоров
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9_%D1%85%D0%B8%D0%BC%D0%B8%D0%B8_%D0%B8%D0%BC._%D0%9D._%D0%94._%D0%97%D0%B5%D0%BB%D0%B8%D0%BD%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%A0%D0%90%D0%9D,Институт органической химии им. Н. Д. Зелинского РАН,М. П. Егоров,М. П. Егоров
"Директор

Синяшин Олег Герольдович
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9_%D0%B8_%D1%84%D0%B8%D0%B7%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9_%D1%85%D0%B8%D0%BC%D0%B8%D0%B8_%D0%B8%D0%BC._%D0%90._%D0%95._%D0%90%D1%80%D0%B1%D1%83%D0%B7%D0%BE%D0%B2%D0%B0_%D0%9A%D0%B0%D0%B7%D0%9D%D0%A6_%D0%A0%D0%90%D0%9D,Институт органической и физической химии им. А. Е. Арбузова КазНЦ РАН,Синяшин Олег Герольдович,Синяшин Олег Герольдович
"Директор

член-корреспондент РАН В. К. Иванов
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BE%D0%B1%D1%89%D0%B5%D0%B9_%D0%B8_%D0%BD%D0%B5%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9_%D1%85%D0%B8%D0%BC%D0%B8%D0%B8_%D0%B8%D0%BC._%D0%9D._%D0%A1._%D0%9A%D1%83%D1%80%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Институт общей и неорганической химии им. Н. С. Курнакова РАН,член-корреспондент РАН В. К. Иванов,
"Директор

профессор РАНА. Л. Максимов
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BD%D0%B5%D1%84%D1%82%D0%B5%D1%85%D0%B8%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D1%81%D0%B8%D0%BD%D1%82%D0%B5%D0%B7%D0%B0_%D0%B8%D0%BC._%D0%90._%D0%92._%D0%A2%D0%BE%D0%BF%D1%87%D0%B8%D0%B5%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Институт нефтехимического синтеза им. А. В. Топчиева РАН,профессор РАНА. Л. Максимов,А. Л. Максимов
"Директор

чл.-корр. И. Л. Федюшкин
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BC%D0%B5%D1%82%D0%B0%D0%BB%D0%BB%D0%BE%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9_%D1%85%D0%B8%D0%BC%D0%B8%D0%B8_%D0%B8%D0%BC._%D0%93._%D0%90._%D0%A0%D0%B0%D0%B7%D1%83%D0%B2%D0%B0%D0%B5%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Институт металлоорганической химии им. Г. А. Разуваева РАН,чл.-корр. И. Л. Федюшкин,
"Директор

Люлин, Сергей Владимирович
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B2%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%BC%D0%BE%D0%BB%D0%B5%D0%BA%D1%83%D0%BB%D1%8F%D1%80%D0%BD%D1%8B%D1%85_%D1%81%D0%BE%D0%B5%D0%B4%D0%B8%D0%BD%D0%B5%D0%BD%D0%B8%D0%B9_%D0%A0%D0%90%D0%9D,Институт высокомолекулярных соединений РАН,"Люлин, Сергей Владимирович","Люлин, Сергей Владимирович"
"Директор

д.х.н. , профессор Курочкин Илья Николаевич
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B1%D0%B8%D0%BE%D1%85%D0%B8%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9_%D1%84%D0%B8%D0%B7%D0%B8%D0%BA%D0%B8_%D0%B8%D0%BC._%D0%9D._%D0%9C._%D0%AD%D0%BC%D0%B0%D0%BD%D1%83%D1%8D%D0%BB%D1%8F_%D0%A0%D0%90%D0%9D,Институт биохимической физики им. Н. М. Эмануэля РАН,"д.х.н. , профессор Курочкин Илья Николаевич",Курочкин Илья Николаевич
"Директор

чл.-корреспондент РАНВ. Ф. Лукичёв
",https://ru.wikipedia.org/wiki/%D0%A4%D0%B8%D0%B7%D0%B8%D0%BA%D0%BE-%D1%82%D0%B5%D1%85%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%A0%D0%90%D0%9D,Физико-технологический институт РАН,чл.-корреспондент РАНВ. Ф. Лукичёв,В. Ф. Лукич
"Директор

доктор технических наук, профессор Ронжин Андрей Леонидович
",https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B8%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B8_%D0%B8_%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D0%B8_%D0%A0%D0%90%D0%9D,Санкт-Петербургский институт информатики и автоматизации РАН,"доктор технических наук, профессор Ронжин Андрей Леонидович",Ронжин Андрей Леонидович
"Директор

врио директора Б. М. Шабанов[1]
",https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%83%D1%87%D0%BD%D0%BE-%D0%B8%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%BD%D1%8B%D1%85_%D0%B8%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B9_%D0%A0%D0%90%D0%9D,Научно-исследовательский институт системных исследований РАН,врио директора Б. М. Шабанов,
"Директор

д.т.н. С. В. Гаврилов(и. о.)
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC_%D0%BF%D1%80%D0%BE%D0%B5%D0%BA%D1%82%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F_%D0%B2_%D0%BC%D0%B8%D0%BA%D1%80%D0%BE%D1%8D%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B5_%D0%A0%D0%90%D0%9D,Институт проблем проектирования в микроэлектронике РАН,д.т.н. С. В. Гаврилов(и. о.),С. В. Гаврилов
"Директор

д.ф.-м.н. А. Н. Соболевский
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC_%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%D0%B0%D1%87%D0%B8_%D0%B8%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%B8_%D0%B8%D0%BC._%D0%90._%D0%90._%D0%A5%D0%B0%D1%80%D0%BA%D0%B5%D0%B2%D0%B8%D1%87%D0%B0_%D0%A0%D0%90%D0%9D,Институт проблем передачи информации им. А. А. Харкевича РАН,д.ф.-м.н. А. Н. Соболевский,А. Н. Соболевский
"Директор

ак. И.А. Соколов
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC_%D0%B8%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B8_%D0%A0%D0%90%D0%9D,Институт проблем информатики РАН,ак. И.А. Соколов,
"Директор

В. Е. Курочкин
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%BF%D1%80%D0%B8%D0%B1%D0%BE%D1%80%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B5%D0%BD%D0%B8%D1%8F_%D0%A0%D0%90%D0%9D,Институт аналитического приборостроения РАН,В. Е. Курочкин,В. Е. Курочкин
"Директор

В. Е. Фортов
",https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D1%8A%D0%B5%D0%B4%D0%B8%D0%BD%D1%91%D0%BD%D0%BD%D1%8B%D0%B9_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B2%D1%8B%D1%81%D0%BE%D0%BA%D0%B8%D1%85_%D1%82%D0%B5%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80_%D0%A0%D0%90%D0%9D,Объединённый институт высоких температур РАН,В. Е. Фортов,В. Е. Фортов
"Директор

Филиппов С. П.
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%8D%D0%BD%D0%B5%D1%80%D0%B3%D0%B5%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85_%D0%B8%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B9_%D0%A0%D0%90%D0%9D,Институт энергетических исследований РАН,Филиппов С. П.,Филиппов С. П.
"Директор

Д. А. Новиков
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC_%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F_%D0%B8%D0%BC._%D0%92._%D0%90._%D0%A2%D1%80%D0%B0%D0%BF%D0%B5%D0%B7%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Институт проблем управления им. В. А. Трапезникова РАН,Д. А. Новиков,Д. А. Новиков
"Директор

Костерев, Андрей Александрович
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC_%D1%82%D0%BE%D1%87%D0%BD%D0%BE%D0%B9_%D0%BC%D0%B5%D1%85%D0%B0%D0%BD%D0%B8%D0%BA%D0%B8_%D0%B8_%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F_%D0%A0%D0%90%D0%9D,Институт проблем точной механики и управления РАН,"Костерев, Андрей Александрович","Костерев, Андрей Александрович"
"Директор

А. К. Беляев
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC_%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D0%BE%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F_%D0%A0%D0%90%D0%9D,Институт проблем машиноведения РАН,А. К. Беляев,А. К. Беляев
"Директор

д.т.н.Власов Александр Николаевич
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%D0%B0%D0%B4%D0%BD%D0%BE%D0%B9_%D0%BC%D0%B5%D1%85%D0%B0%D0%BD%D0%B8%D0%BA%D0%B8_%D0%A0%D0%90%D0%9D,Институт прикладной механики РАН,д.т.н.Власов Александр Николаевич,Власов Александр Николаевич
"Директор

д.т.н.  В. А. Глазунов
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D0%BE%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F_%D0%B8%D0%BC._%D0%90._%D0%90._%D0%91%D0%BB%D0%B0%D0%B3%D0%BE%D0%BD%D1%80%D0%B0%D0%B2%D0%BE%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Институт машиноведения им. А. А. Благонравова РАН,д.т.н.  В. А. Глазунов,В. А. Глазунов
"Директор

член.-корр. РАН Н. Н. Колачевский
",https://ru.wikipedia.org/wiki/%D0%A4%D0%B8%D0%B7%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B8%D0%BC._%D0%9F._%D0%9D._%D0%9B%D0%B5%D0%B1%D0%B5%D0%B4%D0%B5%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Физический институт им. П. Н. Лебедева РАН,Н. Н. Колачевский,
"Директор

д.ф.-м.н. С. В. Иванов (и. о.)
",https://ru.wikipedia.org/wiki/%D0%A4%D0%B8%D0%B7%D0%B8%D0%BA%D0%BE-%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B8%D0%BC._%D0%90._%D0%A4._%D0%98%D0%BE%D1%84%D1%84%D0%B5_%D0%A0%D0%90%D0%9D,Физико-технический институт им. А. Ф. Иоффе РАН,д.ф.-м.н. С. В. Иванов (и. о.),С. В. Иванов
"Директор

С. Е. Горчаков
",https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%8F%D0%B4%D0%B5%D1%80%D0%BD%D0%BE%D0%B9_%D1%84%D0%B8%D0%B7%D0%B8%D0%BA%D0%B8_%D0%B8%D0%BC._%D0%91._%D0%9F._%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Петербургский институт ядерной физики им. Б. П. Константинова РАН,С. Е. Горчаков,С. Е. Горчаков
"Директор

ак. К. М. Салихов
",https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B7%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%84%D0%B8%D0%B7%D0%B8%D0%BA%D0%BE-%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B8%D0%BC._%D0%95._%D0%9A._%D0%97%D0%B0%D0%B2%D0%BE%D0%B9%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%A0%D0%90%D0%9D,Казанский физико-технический институт им. Е. К. Завойского РАН,ак. К. М. Салихов,
"Директор

д.т.н., чл.-корр. РАН Л. В. Кравчук
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%8F%D0%B4%D0%B5%D1%80%D0%BD%D1%8B%D1%85_%D0%B8%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B9_%D0%A0%D0%90%D0%9D,Институт ядерных исследований РАН,"д.т.н., Л. В. Кравчук",
"Директор

акад. В. В. Дмитриев
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%84%D0%B8%D0%B7%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85_%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC_%D0%B8%D0%BC._%D0%9F._%D0%9B._%D0%9A%D0%B0%D0%BF%D0%B8%D1%86%D1%8B_%D0%A0%D0%90%D0%9D,Институт физических проблем им. П. Л. Капицы РАН,В. В. Дмитриев,В. В. Дмитриев
"Директор

чл.-к. В. В. Кведер
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%84%D0%B8%D0%B7%D0%B8%D0%BA%D0%B8_%D1%82%D0%B2%D1%91%D1%80%D0%B4%D0%BE%D0%B3%D0%BE_%D1%82%D0%B5%D0%BB%D0%B0_%D0%A0%D0%90%D0%9D,Институт физики твёрдого тела РАН,чл.-к. В. В. Кведер,
"Директор

З. Ф. Красильник
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%84%D0%B8%D0%B7%D0%B8%D0%BA%D0%B8_%D0%BC%D0%B8%D0%BA%D1%80%D0%BE%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D1%83%D1%80_%D0%A0%D0%90%D0%9D,Институт физики микроструктур РАН,З. Ф. Красильник,З. Ф. Красильник
"Директор

акад. В. В. Бражкин
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%84%D0%B8%D0%B7%D0%B8%D0%BA%D0%B8_%D0%B2%D1%8B%D1%81%D0%BE%D0%BA%D0%B8%D1%85_%D0%B4%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B9_%D0%B8%D0%BC._%D0%9B._%D0%A4._%D0%92%D0%B5%D1%80%D0%B5%D1%89%D0%B0%D0%B3%D0%B8%D0%BD%D0%B0_%D0%A0%D0%90%D0%9D,Институт физики высоких давлений им. Л. Ф. Верещагина РАН,акад. В. В. Бражкин,В. В. Бражкин
"Директор

д.ф.-м.н. И. В. Колоколов (и. о.)
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%82%D0%B5%D0%BE%D1%80%D0%B5%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9_%D1%84%D0%B8%D0%B7%D0%B8%D0%BA%D0%B8_%D0%B8%D0%BC._%D0%9B._%D0%94._%D0%9B%D0%B0%D0%BD%D0%B4%D0%B0%D1%83_%D0%A0%D0%90%D0%9D,Институт теоретической физики им. Л. Д. Ландау РАН,д.ф.-м.н. И. В. Колоколов (и. о.),И. В. Колоколов
"Директор

проф., д.ф.-м.н. В. Н. Задков
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%81%D0%BF%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF%D0%B8%D0%B8_%D0%A0%D0%90%D0%9D,Институт спектроскопии РАН,"проф., д.ф.-м.н. В. Н. Задков",В. Н. Задков
"Директор

Никитов, Сергей Аполлонович
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%80%D0%B0%D0%B4%D0%B8%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B8_%D0%B8_%D1%8D%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B8_%D0%B8%D0%BC._%D0%92._%D0%90._%D0%9A%D0%BE%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Институт радиотехники и электроники им. В. А. Котельникова РАН,"Никитов, Сергей Аполлонович","Никитов, Сергей Аполлонович"
"Директор

Г. Г. Денисов[1]
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%D0%B0%D0%B4%D0%BD%D0%BE%D0%B9_%D1%84%D0%B8%D0%B7%D0%B8%D0%BA%D0%B8_%D0%A0%D0%90%D0%9D,Институт прикладной физики РАН,Г. Г. Денисов,Г. Г. Денисов
"Директор

Иванов, Дмитрий Викторович 
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BF%D1%80%D0%B8%D0%BA%D0%BB%D0%B0%D0%B4%D0%BD%D0%BE%D0%B9_%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D0%B8_%D0%A0%D0%90%D0%9D,Институт прикладной астрономии РАН,"Иванов, Дмитрий Викторович ","Иванов, Дмитрий Викторович"
"Директор

врио член-корр. РАН С.В. Гарнов[1]
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BE%D0%B1%D1%89%D0%B5%D0%B9_%D1%84%D0%B8%D0%B7%D0%B8%D0%BA%D0%B8_%D0%B8%D0%BC._%D0%90._%D0%9C._%D0%9F%D1%80%D0%BE%D1%85%D0%BE%D1%80%D0%BE%D0%B2%D0%B0_%D0%A0%D0%90%D0%9D,Институт общей физики им. А. М. Прохорова РАН,врио член-корр. РАН С.В. Гарнов,
"Директор

Петрукович, Анатолий Алексеевич[1]
",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BA%D0%BE%D1%81%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85_%D0%B8%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B9_%D0%A0%D0%90%D0%9D,Институт космических исследований РАН,"Петрукович, Анатолий Алексеевич","Петрукович, Анатолий Алексеевич"
